,Wban Number, YearMonthDay, Avg Temp
675,3170,20030701,65
14022,24011,20030701,80
1016,3810,20030701,68
13157,23176,20030701,73
1047,3811,20030701,74
11983,23009,20030701,80
1078,3812,20030701,65
11735,21510,20030701,78
14890,24110,20030701,64
9419,14765,20030701,73
5708,13728,20030701,74
9357,14763,20030701,63
2812,4112,20030701,55
5923,13739,20030701,79
2843,4113,20030701,69
5002,12916,20030701,80
2967,4725,20030701,66
4724,12884,20030701,80
2998,4726,20030701,68
4073,12815,20030701,83
3091,4781,20030701,71
4042,12812,20030701,83
3153,4789,20030701,69
3982,11640,20030701,83
3184,4803,20030701,66
3796,4854,20030701,66
3215,4804,20030701,74
3614,4848,20030701,72
3246,4808,20030701,71
3583,4847,20030701,72
3552,4846,20030701,73
3277,4826,20030701,70
3304,4836,20030701,62
3490,4843,20030701,70
3459,4842,20030701,69
3366,4839,20030701,69
216,3029,20030701,70
6047,13744,20030701,74
2781,4111,20030701,69
6109,13764,20030701,74
2750,4110,20030701,72
9171,14752,20030701,70
1667,3893,20030701,74
9017,14745,20030701,68
1698,3894,20030701,74
8955,14740,20030701,69
1791,3919,20030701,78
8924,14739,20030701,74
1853,3928,20030701,76
8800,14734,20030701,77
1884,3932,20030701,81
8616,14710,20030701,72
2008,3940,20030701,79
1636,3889,20030701,72
8585,14707,20030701,68
8554,14702,20030701,69
2131,3953,20030701,77
8432,14606,20030701,68
8401,14605,20030701,71
2224,3960,20030701,77
7348,13939,20030701,80
2286,3963,20030701,75
6357,13838,20030701,81
2348,3966,20030701,77
6295,13833,20030701,79
2719,4109,20030701,71
6171,13781,20030701,75
2070,3947,20030701,77
19880,54743,20030701,72
3397,4840,20030701,72
20097,54771,20030701,64
21854,93706,20030701,73
92,3024,20030701,81
123,3026,20030701,79
61,3017,20030701,76
21978,93721,20030701,75
0,3013,20030701,78
16596,25323,20030702,57
3247,4808,20030702,72
1699,3894,20030702,76
3584,4847,20030702,75
11246,14936,20030702,83
306,3032,20030702,82
9018,14745,20030702,70
10719,14910,20030702,79
8555,14702,20030702,70
1296,3849,20030702,73
337,3102,20030702,81
676,3170,20030702,64
5003,12916,20030702,83
2968,4725,20030702,70
2132,3953,20030702,78
8433,14606,20030702,68
1451,3870,20030702,71
124,3026,20030702,78
19700,54728,20030702,65
3278,4826,20030702,71
93,3024,20030702,84
3553,4846,20030702,74
11277,14937,20030702,76
9699,14794,20030702,67
2225,3960,20030702,79
8402,14605,20030702,69
5924,13739,20030702,78
1885,3932,20030702,85
1265,3847,20030702,70
1017,3810,20030702,68
5709,13728,20030702,68
2844,4113,20030702,61
3615,4848,20030702,74
14023,24011,20030702,78
14085,24013,20030702,75
11215,14935,20030702,83
2071,3947,20030702,79
11184,14933,20030702,79
16534,25308,20030702,57
3185,4803,20030702,67
8617,14710,20030702,73
3983,11640,20030702,81
523,3160,20030702,82
14891,24110,20030702,63
1389,3860,20030702,71
11122,14929,20030702,83
10781,14914,20030702,77
1358,3859,20030702,61
14953,24126,20030702,77
4043,12812,20030702,82
461,3144,20030702,92
3154,4789,20030702,71
1854,3928,20030702,83
1420,3868,20030702,76
8925,14739,20030702,73
4074,12815,20030702,82
13158,23176,20030702,72
16565,25309,20030702,55
3216,4804,20030702,75
4725,12884,20030702,79
8586,14707,20030702,68
8956,14740,20030702,71
1792,3919,20030702,85
3797,4854,20030702,68
10750,14913,20030702,75
554,3162,20030702,84
2999,4726,20030702,69
14178,24018,20030702,75
430,3131,20030702,69
1327,3856,20030702,76
2009,3940,20030702,79
3092,4781,20030702,72
1668,3893,20030702,75
8801,14734,20030702,77
21979,93721,20030702,71
3491,4843,20030702,71
248,3030,20030702,81
9637,14787,20030702,68
3305,4836,20030702,57
11736,21510,20030702,78
6172,13781,20030702,74
19819,54740,20030702,69
2782,4111,20030702,67
3460,4842,20030702,73
1079,3812,20030702,67
1203,3820,20030702,79
9668,14792,20030702,75
2813,4112,20030702,53
20098,54771,20030702,69
3367,4839,20030702,71
6110,13764,20030702,72
3398,4840,20030702,74
9420,14765,20030702,72
11711,21504,20030702,77
1637,3889,20030702,72
21855,93706,20030702,72
1,3013,20030702,82
1141,3816,20030702,76
11339,14939,20030702,79
6296,13833,20030702,81
62,3017,20030702,78
2751,4110,20030702,0
11401,14941,20030702,83
9172,14752,20030702,72
1234,3822,20030702,82
19881,54743,20030702,74
1048,3811,20030702,76
1513,3878,20030702,79
11370,14940,20030702,74
1606,3888,20030702,75
11984,23009,20030702,81
7349,13939,20030702,80
6358,13838,20030702,79
2349,3966,20030702,78
2720,4109,20030702,67
2287,3963,20030702,78
275,3031,20030702,83
217,3029,20030702,71
1172,3818,20030702,78
1575,3887,20030702,76
9358,14763,20030702,66
19850,54742,20030702,69
6048,13744,20030702,77
3000,4726,20030703,69
14179,24018,20030703,74
11371,14940,20030703,81
1328,3856,20030703,78
2350,3966,20030703,81
5925,13739,20030703,75
11185,14933,20030703,84
3155,4789,20030703,70
1886,3932,20030703,87
20099,54771,20030703,72
2721,4109,20030703,71
4044,12812,20030703,81
1359,3859,20030703,67
11123,14929,20030703,76
1173,3818,20030703,80
11402,14941,20030703,84
6173,13781,20030703,73
524,3160,20030703,83
8618,14710,20030703,76
1142,3816,20030703,80
3093,4781,20030703,69
4075,12815,20030703,81
2010,3940,20030703,81
6297,13833,20030703,81
2072,3947,20030703,83
8587,14707,20030703,67
14024,24011,20030703,73
11340,14939,20030703,85
2845,4113,20030703,73
11985,23009,20030703,83
5710,13728,20030703,71
2288,3963,20030703,81
1018,3810,20030703,73
1266,3847,20030703,73
8403,14605,20030703,71
6049,13744,20030703,80
7350,13939,20030703,82
1049,3811,20030703,79
11278,14937,20030703,81
13159,23176,20030703,73
1235,3822,20030703,82
2226,3960,20030703,81
2814,4112,20030703,52
2133,3953,20030703,80
555,3162,20030703,84
11247,14936,20030703,80
6359,13838,20030703,80
2752,4110,20030703,69
4726,12884,20030703,77
11216,14935,20030703,0
11737,21510,20030703,79
14086,24013,20030703,69
63,3017,20030703,78
2969,4725,20030703,72
5004,12916,20030703,81
125,3026,20030703,81
6111,13764,20030703,75
677,3170,20030703,66
1297,3849,20030703,74
8556,14702,20030703,74
21980,93721,20030703,72
8434,14606,20030703,71
1204,3820,20030703,80
1080,3812,20030703,71
2783,4111,20030703,65
11712,21504,20030703,75
14892,24110,20030703,64
1793,3919,20030703,90
1421,3868,20030703,80
3492,4843,20030703,75
2,3013,20030703,82
16566,25309,20030703,53
19820,54740,20030703,72
3217,4804,20030703,77
3798,4854,20030703,76
10751,14913,20030703,74
9669,14792,20030703,72
3306,4836,20030703,65
16535,25308,20030703,54
1638,3889,20030703,74
431,3131,20030703,77
21856,93706,20030703,75
9359,14763,20030703,70
276,3031,20030703,83
3616,4848,20030703,79
8957,14740,20030703,72
1514,3878,20030703,80
307,3032,20030703,81
1452,3870,20030703,75
94,3024,20030703,84
9700,14794,20030703,67
3248,4808,20030703,78
9019,14745,20030703,74
3554,4846,20030703,77
249,3030,20030703,82
16597,25323,20030703,56
19701,54728,20030703,68
10720,14910,20030703,76
1669,3893,20030703,77
3279,4826,20030703,78
1700,3894,20030703,78
338,3102,20030703,83
9173,14752,20030703,70
3585,4847,20030703,77
1576,3887,20030703,78
8802,14734,20030703,72
1390,3860,20030703,75
218,3029,20030703,72
9421,14765,20030703,70
3368,4839,20030703,75
10782,14914,20030703,74
14954,24126,20030703,75
1855,3928,20030703,86
19882,54743,20030703,72
3186,4803,20030703,74
462,3144,20030703,94
1607,3888,20030703,78
19851,54742,20030703,72
8926,14739,20030703,73
9638,14787,20030703,67
3461,4842,20030703,74
3399,4840,20030703,78
3984,11640,20030703,83
5926,13739,20030704,82
1174,3818,20030704,77
1236,3822,20030704,81
3280,4826,20030704,74
2227,3960,20030704,87
1608,3888,20030704,78
9639,14787,20030704,72
9174,14752,20030704,79
2815,4112,20030704,53
6174,13781,20030704,78
2753,4110,20030704,71
219,3029,20030704,70
20100,54771,20030704,74
6298,13833,20030704,80
13160,23176,20030704,73
11279,14937,20030704,83
3555,4846,20030704,83
2722,4109,20030704,71
3400,4840,20030704,77
9701,14794,20030704,73
1670,3893,20030704,82
8404,14605,20030704,74
308,3032,20030704,82
1267,3847,20030704,74
19702,54728,20030704,73
3,3013,20030704,85
1515,3878,20030704,79
1143,3816,20030704,83
1019,3810,20030704,76
11738,21510,20030704,80
11713,21504,20030704,76
19821,54740,20030704,75
1081,3812,20030704,72
1205,3820,20030704,80
6360,13838,20030704,78
3307,4836,20030704,69
1639,3889,20030704,78
6112,13764,20030704,81
19883,54743,20030704,78
3462,4842,20030704,79
9360,14763,20030704,74
250,3030,20030704,79
11372,14940,20030704,76
1050,3811,20030704,81
2289,3963,20030704,85
2351,3966,20030704,85
7351,13939,20030704,82
1577,3887,20030704,85
277,3031,20030704,82
6050,13744,20030704,81
64,3017,20030704,77
9422,14765,20030704,77
11341,14939,20030704,83
21857,93706,20030704,78
3493,4843,20030704,76
3369,4839,20030704,77
2784,4111,20030704,64
9670,14792,20030704,78
19852,54742,20030704,75
21981,93721,20030704,79
11986,23009,20030704,81
8803,14734,20030704,81
11403,14941,20030704,75
9020,14745,20030704,78
14893,24110,20030704,72
1422,3868,20030704,85
14087,24013,20030704,69
1298,3849,20030704,77
3985,11640,20030704,82
11124,14929,20030704,71
2073,3947,20030704,85
3218,4804,20030704,80
11217,14935,20030704,81
16567,25309,20030704,54
8557,14702,20030704,79
4727,12884,20030704,77
3617,4848,20030704,M    
8619,14710,20030704,79
1391,3860,20030704,80
525,3160,20030704,85
556,3162,20030704,87
2011,3940,20030704,80
4076,12815,20030704,83
1329,3856,20030704,80
432,3131,20030704,74
11186,14933,20030704,82
14180,24018,20030704,76
1856,3928,20030704,85
3799,4854,20030704,74
3187,4803,20030704,70
3094,4781,20030704,75
3001,4726,20030704,73
16536,25308,20030704,56
10752,14913,20030704,71
8588,14707,20030704,71
8927,14739,20030704,79
126,3026,20030704,78
1794,3919,20030704,86
3586,4847,20030704,82
16598,25323,20030704,58
10783,14914,20030704,74
4045,12812,20030704,82
11248,14936,20030704,73
2846,4113,20030704,71
2134,3953,20030704,81
2970,4725,20030704,76
95,3024,20030704,83
8435,14606,20030704,75
463,3144,20030704,94
1887,3932,20030704,85
1453,3870,20030704,78
10721,14910,20030704,70
3249,4808,20030704,83
1701,3894,20030704,80
5711,13728,20030704,76
1360,3859,20030704,72
678,3170,20030704,70
14955,24126,20030704,75
339,3102,20030704,80
5005,12916,20030704,81
3156,4789,20030704,78
8958,14740,20030704,78
14025,24011,20030704,72
9423,14765,20030705,82
8928,14739,20030705,84
8804,14734,20030705,85
1578,3887,20030705,85
10784,14914,20030705,75
1857,3928,20030705,83
1392,3860,20030705,79
8620,14710,20030705,82
1888,3932,20030705,84
1361,3859,20030705,74
11125,14929,20030705,73
1175,3818,20030705,80
2352,3966,20030705,85
1609,3888,20030705,77
1795,3919,20030705,85
9640,14787,20030705,78
11373,14940,20030705,74
6299,13833,20030705,78
96,3024,20030705,81
9361,14763,20030705,75
7352,13939,20030705,80
8959,14740,20030705,83
1702,3894,20030705,79
1237,3822,20030705,81
2228,3960,20030705,84
10722,14910,20030705,72
21858,93706,20030705,81
8436,14606,20030705,76
11280,14937,20030705,78
11249,14936,20030705,75
9702,14794,20030705,79
1454,3870,20030705,78
8405,14605,20030705,76
2135,3953,20030705,82
1268,3847,20030705,74
1516,3878,20030705,79
10753,14913,20030705,70
65,3017,20030705,77
1423,3868,20030705,83
2012,3940,20030705,79
1330,3856,20030705,78
1640,3889,20030705,77
11187,14933,20030705,78
8589,14707,20030705,77
1206,3820,20030705,78
1671,3893,20030705,81
6361,13838,20030705,79
2290,3963,20030705,84
8558,14702,20030705,81
11342,14939,20030705,81
11218,14935,20030705,79
9671,14792,20030705,82
2074,3947,20030705,82
1299,3849,20030705,78
9175,14752,20030705,83
9021,14745,20030705,79
20101,54771,20030705,75
340,3102,20030705,82
11987,23009,20030705,82
5712,13728,20030705,80
2785,4111,20030705,66
6051,13744,20030705,81
3250,4808,20030705,76
14026,24011,20030705,74
14894,24110,20030705,74
11404,14941,20030705,75
309,3032,20030705,82
2847,4113,20030705,75
4,3013,20030705,80
11739,21510,20030705,81
19703,54728,20030705,74
3095,4781,20030705,83
526,3160,20030705,M    
16599,25323,20030705,56
3587,4847,20030705,77
21982,93721,20030705,81
4046,12812,20030705,82
3800,4854,20030705,70
3986,11640,20030705,85
13161,23176,20030705,75
14956,24126,20030705,75
433,3131,20030705,71
2816,4112,20030705,53
16537,25308,20030705,58
1082,3812,20030705,75
5927,13739,20030705,86
3618,4848,20030705,78
3219,4804,20030705,76
1020,3810,20030705,76
2971,4725,20030705,77
3157,4789,20030705,80
16568,25309,20030705,57
1051,3811,20030705,81
464,3144,20030705,92
3281,4826,20030705,75
3556,4846,20030705,77
6113,13764,20030705,83
14181,24018,20030705,75
251,3030,20030705,78
19884,54743,20030705,83
679,3170,20030705,69
14088,24013,20030705,71
3463,4842,20030705,76
19853,54742,20030705,77
1144,3816,20030705,80
6175,13781,20030705,83
3370,4839,20030705,70
127,3026,20030705,77
557,3162,20030705,90
220,3029,20030705,72
4728,12884,20030705,80
2723,4109,20030705,71
3401,4840,20030705,76
3002,4726,20030705,74
3308,4836,20030705,71
3188,4803,20030705,69
2754,4110,20030705,73
3494,4843,20030705,74
11714,21504,20030705,76
19822,54740,20030705,77
278,3031,20030705,80
5006,12916,20030705,80
4077,12815,20030705,83
3987,11640,20030706,85
4078,12815,20030706,85
8590,14707,20030706,78
8559,14702,20030706,81
558,3162,20030706,87
2013,3940,20030706,78
1393,3860,20030706,79
8621,14710,20030706,82
14957,24126,20030706,77
10785,14914,20030706,74
14182,24018,20030706,75
1331,3856,20030706,77
11126,14929,20030706,73
8805,14734,20030706,84
465,3144,20030706,92
3158,4789,20030706,78
11188,14933,20030706,80
14895,24110,20030706,70
527,3160,20030706,M    
1889,3932,20030706,82
1362,3859,20030706,72
128,3026,20030706,83
3003,4726,20030706,73
1858,3928,20030706,83
4047,12812,20030706,84
11405,14941,20030706,77
3189,4803,20030706,67
21859,93706,20030706,78
3282,4826,20030706,68
279,3031,20030706,74
1517,3878,20030706,80
9176,14752,20030706,0
3495,4843,20030706,74
9672,14792,20030706,80
19885,54743,20030706,82
19823,54740,20030706,77
1641,3889,20030706,78
3309,4836,20030706,65
252,3030,20030706,81
9362,14763,20030706,74
3464,4842,20030706,77
1579,3887,20030706,82
19854,54742,20030706,74
9641,14787,20030706,79
3371,4839,20030706,73
1610,3888,20030706,78
221,3029,20030706,77
3402,4840,20030706,71
19704,54728,20030706,71
3801,4854,20030706,67
3557,4846,20030706,77
1672,3893,20030706,79
8929,14739,20030706,86
1796,3919,20030706,M    
434,3131,20030706,67
10754,14913,20030706,63
16538,25308,20030706,57
97,3024,20030706,80
3619,4848,20030706,78
3220,4804,20030706,77
1424,3868,20030706,82
341,3102,20030706,76
8960,14740,20030706,82
1703,3894,20030706,80
16569,25309,20030706,57
10723,14910,20030706,76
3588,4847,20030706,77
16600,25323,20030706,59
3251,4808,20030706,79
5,3013,20030706,84
1455,3870,20030706,79
310,3032,20030706,76
9022,14745,20030706,79
9703,14794,20030706,78
4729,12884,20030706,82
3096,4781,20030706,81
2136,3953,20030706,82
11374,14940,20030706,75
11715,21504,20030706,76
2848,4113,20030706,74
20102,54771,20030706,72
14027,24011,20030706,66
2755,4110,20030706,72
11250,14936,20030706,78
6114,13764,20030706,83
1083,3812,20030706,73
1207,3820,20030706,81
11740,21510,20030706,79
6362,13838,20030706,81
1269,3847,20030706,74
5713,13728,20030706,80
9424,14765,20030706,81
1021,3810,20030706,77
8406,14605,20030706,79
11343,14939,20030706,82
6052,13744,20030706,83
2786,4111,20030706,67
66,3017,20030706,76
2817,4112,20030706,54
1052,3811,20030706,79
11988,23009,20030706,82
13162,23176,20030706,77
11281,14937,20030706,78
5928,13739,20030706,84
21983,93721,20030706,81
2229,3960,20030706,83
1238,3822,20030706,84
2291,3963,20030706,83
2353,3966,20030706,83
7353,13939,20030706,81
680,3170,20030706,70
6300,13833,20030706,79
6176,13781,20030706,81
11219,14935,20030706,82
1300,3849,20030706,78
2075,3947,20030706,83
1145,3816,20030706,81
2972,4725,20030706,75
1176,3818,20030706,78
14089,24013,20030706,67
8437,14606,20030706,75
5007,12916,20030706,80
2724,4109,20030706,73
11344,14939,20030707,85
3252,4808,20030707,78
6053,13744,20030707,83
1456,3870,20030707,79
2787,4111,20030707,69
311,3032,20030707,75
21860,93706,20030707,78
6,3013,20030707,83
6177,13781,20030707,79
3589,4847,20030707,75
253,3030,20030707,78
1053,3811,20030707,81
2973,4725,20030707,71
1425,3868,20030707,86
342,3102,20030707,75
11406,14941,20030707,79
3403,4840,20030707,74
2725,4109,20030707,73
16570,25309,20030707,59
11989,23009,20030707,78
1704,3894,20030707,81
1611,3888,20030707,79
5929,13739,20030707,82
222,3029,20030707,73
10724,14910,20030707,68
11741,21510,20030707,79
8961,14740,20030707,0
3372,4839,20030707,75
1673,3893,20030707,83
3310,4836,20030707,62
1518,3878,20030707,80
2756,4110,20030707,75
9177,14752,20030707,0
19886,54743,20030707,82
3465,4842,20030707,75
19824,54740,20030707,73
20103,54771,20030707,69
6301,13833,20030707,79
9673,14792,20030707,80
9642,14787,20030707,74
6115,13764,20030707,80
2354,3966,20030707,85
11716,21504,20030707,77
11375,14940,20030707,72
1642,3889,20030707,78
9023,14745,20030707,76
280,3031,20030707,75
3221,4804,20030707,76
2292,3963,20030707,85
19855,54742,20030707,70
9704,14794,20030707,73
16601,25323,20030707,63
3558,4846,20030707,79
6363,13838,20030707,82
3496,4843,20030707,72
1177,3818,20030707,81
9363,14763,20030707,71
1208,3820,20030707,82
1580,3887,20030707,85
19705,54728,20030707,67
1084,3812,20030707,75
3283,4826,20030707,72
1146,3816,20030707,83
1239,3822,20030707,85
9425,14765,20030707,78
2137,3953,20030707,83
8407,14605,20030707,73
3988,11640,20030707,87
2849,4113,20030707,77
14183,24018,20030707,69
11220,14935,20030707,78
3004,4726,20030707,72
1022,3810,20030707,76
10786,14914,20030707,64
1332,3856,20030707,79
1859,3928,20030707,83
2014,3940,20030707,81
8438,14606,20030707,69
8806,14734,20030707,84
466,3144,20030707,89
14958,24126,20030707,80
3159,4789,20030707,76
4079,12815,20030707,83
7354,13939,20030707,82
5008,12916,20030707,80
1363,3859,20030707,72
528,3160,20030707,84
4048,12812,20030707,84
8591,14707,20030707,73
14896,24110,20030707,71
1890,3932,20030707,85
11251,14936,20030707,68
3097,4781,20030707,79
129,3026,20030707,79
14028,24011,20030707,64
11127,14929,20030707,66
1270,3847,20030707,76
98,3024,20030707,80
8622,14710,20030707,79
2230,3960,20030707,86
13163,23176,20030707,80
1797,3919,20030707,86
10755,14913,20030707,65
5714,13728,20030707,79
11282,14937,20030707,84
16539,25308,20030707,58
8560,14702,20030707,77
8930,14739,20030707,75
2818,4112,20030707,57
435,3131,20030707,67
14090,24013,20030707,59
559,3162,20030707,87
2076,3947,20030707,85
3620,4848,20030707,74
4730,12884,20030707,78
67,3017,20030707,71
1301,3849,20030707,78
1394,3860,20030707,78
21984,93721,20030707,79
3802,4854,20030707,74
11189,14933,20030707,82
681,3170,20030707,71
3190,4803,20030707,68
2850,4113,20030708,73
4731,12884,20030708,82
5009,12916,20030708,82
8592,14707,20030708,75
2015,3940,20030708,82
4080,12815,20030708,86
3311,4836,20030708,65
2726,4109,20030708,71
2355,3966,20030708,85
6302,13833,20030708,82
6178,13781,20030708,80
3005,4726,20030708,74
8561,14702,20030708,78
3466,4842,20030708,0
3373,4839,20030708,70
8439,14606,20030708,72
2077,3947,20030708,86
1612,3888,20030708,82
3404,4840,20030708,66
6116,13764,20030708,82
7355,13939,20030708,81
1643,3889,20030708,0
3253,4808,20030708,71
5715,13728,20030708,80
3803,4854,20030708,66
2819,4112,20030708,57
21861,93706,20030708,80
2788,4111,20030708,65
5930,13739,20030708,84
3590,4847,20030708,77
3191,4803,20030708,60
8931,14739,20030708,80
1798,3919,20030708,89
7,3013,20030708,85
1705,3894,20030708,82
8962,14740,20030708,79
3621,4848,20030708,78
3222,4804,20030708,79
2231,3960,20030708,86
3160,4789,20030708,79
1891,3932,20030708,83
8408,14605,20030708,73
1674,3893,20030708,80
9178,14752,20030708,80
2757,4110,20030708,70
3098,4781,20030708,80
4049,12812,20030708,82
21985,93721,20030708,79
3497,4843,20030708,77
3284,4826,20030708,64
2138,3953,20030708,83
3989,11640,20030708,85
68,3017,20030708,75
8623,14710,20030708,79
6054,13744,20030708,84
8807,14734,20030708,75
1860,3928,20030708,86
6364,13838,20030708,82
3559,4846,20030708,74
2293,3963,20030708,85
9024,14745,20030708,78
2974,4725,20030708,76
9364,14763,20030708,75
11376,14940,20030708,66
9674,14792,20030708,80
11742,21510,20030708,78
11252,14936,20030708,72
1457,3870,20030708,81
130,3026,20030708,77
529,3160,20030708,84
281,3031,20030708,80
1271,3847,20030708,76
1054,3811,20030708,82
11990,23009,20030708,80
1364,3859,20030708,75
11128,14929,20030708,69
1519,3878,20030708,81
343,3102,20030708,75
11221,14935,20030708,79
19706,54728,20030708,75
19887,54743,20030708,81
14091,24013,20030708,59
11190,14933,20030708,73
682,3170,20030708,66
312,3032,20030708,77
16571,25309,20030708,62
14029,24011,20030708,65
1085,3812,20030708,77
16602,25323,20030708,66
10725,14910,20030708,68
1302,3849,20030708,80
14184,24018,20030708,78
13164,23176,20030708,80
9705,14794,20030708,76
1023,3810,20030708,79
560,3162,20030708,88
11283,14937,20030708,71
14897,24110,20030708,71
254,3030,20030708,80
99,3024,20030708,82
9426,14765,20030708,80
16540,25308,20030708,56
20104,54771,20030708,76
11345,14939,20030708,85
223,3029,20030708,71
1240,3822,20030708,85
436,3131,20030708,68
10756,14913,20030708,61
11407,14941,20030708,74
1178,3818,20030708,82
467,3144,20030708,91
14959,24126,20030708,75
1209,3820,20030708,82
1395,3860,20030708,81
19825,54740,20030708,77
19856,54742,20030708,76
9643,14787,20030708,77
1426,3868,20030708,83
10787,14914,20030708,63
11717,21504,20030708,77
1581,3887,20030708,81
1147,3816,20030708,84
1333,3856,20030708,80
14898,24110,20030709,69
14960,24126,20030709,75
4050,12812,20030709,83
1334,3856,20030709,80
8808,14734,20030709,78
2975,4725,20030709,63
4732,12884,20030709,82
3161,4789,20030709,64
8593,14707,20030709,70
561,3162,20030709,87
131,3026,20030709,73
11377,14940,20030709,68
10788,14914,20030709,60
100,3024,20030709,85
3990,11640,20030709,84
3099,4781,20030709,72
8624,14710,20030709,71
14185,24018,20030709,71
1892,3932,20030709,86
4081,12815,20030709,86
530,3160,20030709,87
1861,3928,20030709,86
468,3144,20030709,93
3006,4726,20030709,69
11129,14929,20030709,68
1396,3860,20030709,77
1365,3859,20030709,72
13165,23176,20030709,74
14092,24013,20030709,59
6055,13744,20030709,84
1086,3812,20030709,74
11284,14937,20030709,75
2232,3960,20030709,85
2758,4110,20030709,72
11718,21504,20030709,76
6117,13764,20030709,81
7356,13939,20030709,82
1241,3822,20030709,87
20105,54771,20030709,62
1148,3816,20030709,83
2727,4109,20030709,72
11346,14939,20030709,78
11408,14941,20030709,75
2294,3963,20030709,81
6179,13781,20030709,79
1179,3818,20030709,82
6365,13838,20030709,82
6303,13833,20030709,81
1210,3820,20030709,84
2356,3966,20030709,83
11253,14936,20030709,72
2016,3940,20030709,82
11743,21510,20030709,79
2789,4111,20030709,65
11191,14933,20030709,76
683,3170,20030709,71
5010,12916,20030709,82
8562,14702,20030709,67
2851,4113,20030709,70
14030,24011,20030709,65
21986,93721,20030709,82
1303,3849,20030709,77
2078,3947,20030709,83
3804,4854,20030709,59
1024,3810,20030709,78
5716,13728,20030709,81
8440,14606,20030709,67
11222,14935,20030709,77
2820,4112,20030709,56
69,3017,20030709,72
11991,23009,20030709,84
5931,13739,20030709,80
1272,3847,20030709,78
2139,3953,20030709,84
1055,3811,20030709,82
8409,14605,20030709,66
8932,14739,20030709,73
9427,14765,20030709,71
1675,3893,20030709,77
1520,3878,20030709,82
1427,3868,20030709,79
282,3031,20030709,83
19826,54740,20030709,66
3467,4842,20030709,0
1458,3870,20030709,82
3622,4848,20030709,72
9365,14763,20030709,63
8963,14740,20030709,68
1582,3887,20030709,79
8,3013,20030709,79
3285,4826,20030709,62
9644,14787,20030709,69
9179,14752,20030709,70
3223,4804,20030709,75
3560,4846,20030709,72
3312,4836,20030709,61
344,3102,20030709,77
255,3030,20030709,82
3498,4843,20030709,70
1706,3894,20030709,82
1644,3889,20030709,77
16572,25309,20030709,63
3591,4847,20030709,73
10726,14910,20030709,63
9675,14792,20030709,76
313,3032,20030709,79
19707,54728,20030709,60
1799,3919,20030709,85
19857,54742,20030709,65
3254,4808,20030709,70
9706,14794,20030709,70
3192,4803,20030709,60
1613,3888,20030709,81
16603,25323,20030709,62
3405,4840,20030709,62
437,3131,20030709,68
9025,14745,20030709,68
16541,25308,20030709,60
19888,54743,20030709,72
3374,4839,20030709,69
224,3029,20030709,72
21862,93706,20030709,76
10757,14913,20030709,55
13166,23176,20030710,78
1056,3811,20030710,81
1676,3893,20030710,72
1304,3849,20030710,77
2140,3953,20030710,80
16604,25323,20030710,63
2079,3947,20030710,78
3499,4843,20030710,66
8441,14606,20030710,62
5932,13739,20030710,69
3286,4826,20030710,62
9180,14752,20030710,68
1025,3810,20030710,77
9707,14794,20030710,67
283,3031,20030710,83
9676,14792,20030710,66
11992,23009,20030710,86
1521,3878,20030710,83
2821,4112,20030710,61
70,3017,20030710,75
5717,13728,20030710,79
1273,3847,20030710,76
11223,14935,20030710,76
20106,54771,20030710,62
11744,21510,20030710,79
2728,4109,20030710,76
225,3029,20030710,68
11347,14939,20030710,76
11409,14941,20030710,74
3375,4839,20030710,72
1614,3888,20030710,79
2295,3963,20030710,76
6180,13781,20030710,68
3406,4840,20030710,64
6366,13838,20030710,84
1180,3818,20030710,84
1211,3820,20030710,82
19858,54742,20030710,63
6304,13833,20030710,83
2357,3966,20030710,77
9428,14765,20030710,68
11378,14940,20030710,65
1149,3816,20030710,80
2790,4111,20030710,70
1583,3887,20030710,73
19827,54740,20030710,65
8410,14605,20030710,64
19708,54728,20030710,59
1645,3889,20030710,76
11254,14936,20030710,72
256,3030,20030710,77
6056,13744,20030710,82
3313,4836,20030710,60
1087,3812,20030710,73
2759,4110,20030710,81
2233,3960,20030710,79
9645,14787,20030710,66
11719,21504,20030710,76
3468,4842,20030710,72
6118,13764,20030710,72
7357,13939,20030710,80
9366,14763,20030710,64
1242,3822,20030710,86
11285,14937,20030710,69
3561,4846,20030710,72
531,3160,20030710,89
101,3024,20030710,83
4733,12884,20030710,83
8809,14734,20030710,68
10758,14913,20030710,58
8964,14740,20030710,69
8594,14707,20030710,66
21863,93706,20030710,69
562,3162,20030710,90
9,3013,20030710,78
10727,14910,20030710,62
14186,24018,20030710,71
3592,4847,20030710,0
10789,14914,20030710,64
3007,4726,20030710,66
1862,3928,20030710,82
3193,4803,20030710,59
11130,14929,20030710,69
4082,12815,20030710,84
1893,3932,20030710,87
1707,3894,20030710,77
2852,4113,20030710,74
3623,4848,20030710,74
3224,4804,20030710,75
1366,3859,20030710,72
3991,11640,20030710,86
14899,24110,20030710,76
1428,3868,20030710,75
4051,12812,20030710,84
16542,25308,20030710,67
345,3102,20030710,79
8625,14710,20030710,67
469,3144,20030710,94
3162,4789,20030710,65
16573,25309,20030710,65
3100,4781,20030710,69
684,3170,20030710,75
3805,4854,20030710,60
2976,4725,20030710,64
11192,14933,20030710,72
438,3131,20030710,71
9026,14745,20030710,64
21987,93721,20030710,73
14961,24126,20030710,80
8563,14702,20030710,65
14031,24011,20030710,68
1397,3860,20030710,77
1800,3919,20030710,81
314,3032,20030710,82
